DATE,SFXRSA
1987-01-01,46.955792489659004
1987-02-01,47.302674799206
1987-03-01,47.840212928966
1987-04-01,47.984057701756
1987-05-01,48.305065129391004
1987-06-01,48.605786861179
1987-07-01,49.084565779988004
1987-08-01,49.542592009624
1987-09-01,50.2412878147
1987-10-01,50.992698180037
1987-11-01,51.641130556381995
1987-12-01,52.229110582827
1988-01-01,52.702836164853004
1988-02-01,53.199837070369995
1988-03-01,53.866209706254
1988-04-01,54.534047187591
1988-05-01,56.067376742114
1988-06-01,57.881818387134
1988-07-01,58.174426410619
1988-08-01,58.49688496153401
1988-09-01,58.936924509437
1988-10-01,59.950319222301
1988-11-01,61.105586443502
1988-12-01,62.465814159287994
1989-01-01,63.288489841422994
1989-02-01,64.057740522953
1989-03-01,65.561702975651
1989-04-01,66.696525836939
1989-05-01,67.703283862443
1989-06-01,68.784367143576
1989-07-01,69.591281163585
1989-08-01,70.715737930033
1989-09-01,71.59164011402099
1989-10-01,72.42559090074
1989-11-01,73.015228797766
1989-12-01,73.394917535224
1990-01-01,73.64250639981
1990-02-01,73.822604210509
1990-03-01,74.595008943752
1990-04-01,75.065394671585
1990-05-01,75.020094313203
1990-06-01,74.588360073491
1990-07-01,74.048470600153
1990-08-01,73.75247492391699
1990-09-01,73.482384079979
1990-10-01,72.906601014228
1990-11-01,72.374808079286
1990-12-01,71.864584610222
1991-01-01,71.93549501789799
1991-02-01,71.12639049570599
1991-03-01,70.60820847374501
1991-04-01,69.909268219997
1991-05-01,70.01055908729299
1991-06-01,70.28133787390199
1991-07-01,70.657607305599
1991-08-01,70.827749155304
1991-09-01,70.822434169763
1991-10-01,70.71237053199701
1991-11-01,70.534379608245
1991-12-01,70.450289315219
1992-01-01,70.395201897459
1992-02-01,70.339553394024
1992-03-01,70.194740615702
1992-04-01,69.685742447234
1992-05-01,69.729028078968
1992-06-01,69.488896994116
1992-07-01,69.272296933188
1992-08-01,68.96255768259499
1992-09-01,68.805481403286
1992-10-01,68.827788540346
1992-11-01,68.74531671925
1992-12-01,68.583940827304
1993-01-01,68.450963787866
1993-02-01,68.29010068161
1993-03-01,68.06550564160901
1993-04-01,67.991240829272
1993-05-01,67.76187034886401
1993-06-01,67.47326310090101
1993-07-01,66.931306383552
1993-08-01,66.951066896822
1993-09-01,66.83162536459001
1993-10-01,66.772023833777
1993-11-01,66.724370375363
1993-12-01,66.630978472182
1994-01-01,66.634809327063
1994-02-01,66.648560751433
1994-03-01,67.321860803324
1994-04-01,67.418577154546
1994-05-01,67.537251642476
1994-06-01,67.612727606076
1994-07-01,67.640450476334
1994-08-01,67.682135712881
1994-09-01,67.543090425273
1994-10-01,67.793425394958
1994-11-01,68.050658243357
1994-12-01,68.31163644994899
1995-01-01,68.415407068538
1995-02-01,68.321342239408
1995-03-01,67.725239463387
1995-04-01,67.40639172164501
1995-05-01,67.105979912225
1995-06-01,66.921254162449
1995-07-01,66.964520957544
1995-08-01,67.01859363472299
1995-09-01,67.10789584694899
1995-10-01,66.971346818649
1995-11-01,66.906437586368
1995-12-01,66.849720740999
1996-01-01,66.877716280043
1996-02-01,66.904028120171
1996-03-01,66.807687084097
1996-04-01,66.691687183575
1996-05-01,66.78422557206899
1996-06-01,67.01561404883999
1996-07-01,67.216140331174
1996-08-01,67.54470169654
1996-09-01,67.795879049736
1996-10-01,68.260227974912
1996-11-01,68.93506295024
1996-12-01,69.20716988906
1997-01-01,69.638624276299
1997-02-01,69.835337534731
1997-03-01,70.63641282987601
1997-04-01,71.262603763645
1997-05-01,71.791537201578
1997-06-01,72.310462010935
1997-07-01,72.804282694167
1997-08-01,73.57360831399299
1997-09-01,74.11510266139
1997-10-01,75.03776799363901
1997-11-01,75.67543001064
1997-12-01,76.499702897495
1998-01-01,77.202176958842
1998-02-01,77.67771792624501
1998-03-01,78.306592364179
1998-04-01,79.127858717125
1998-05-01,80.215100595149
1998-06-01,81.39190997370301
1998-07-01,82.382300521203
1998-08-01,83.51693686614
1998-09-01,84.439691426417
1998-10-01,84.965010869989
1998-11-01,85.164210313017
1998-12-01,85.397755186799
1999-01-01,86.227893540918
1999-02-01,87.21906554899799
1999-03-01,88.29171241829901
1999-04-01,89.08616969629101
1999-05-01,89.97017116787701
1999-06-01,91.276078676451
1999-07-01,92.892928480851
1999-08-01,94.27522612712099
1999-09-01,95.59622743223801
1999-10-01,96.76429578591
1999-11-01,98.508827531938
1999-12-01,100.029152902393
2000-01-01,101.449953787489
2000-02-01,104.170604245504
2000-03-01,107.33722267158899
2000-04-01,110.63299410036801
2000-05-01,113.80051347450701
2000-06-01,116.81510592682501
2000-07-01,117.86499732689501
2000-08-01,119.047837137739
2000-09-01,120.414855675547
2000-10-01,123.25001529245199
2000-11-01,126.443111613247
2000-12-01,130.061234008979
2001-01-01,133.040244308566
2001-02-01,135.07526106880698
2001-03-01,134.93697395038902
2001-04-01,133.855792033792
2001-05-01,132.662007625371
2001-06-01,130.833803204915
2001-07-01,129.281105509853
2001-08-01,128.33061883983402
2001-09-01,128.184202716814
2001-10-01,128.210652722842
2001-11-01,127.67489756463002
2001-12-01,126.84308772736799
2002-01-01,126.842057912978
2002-02-01,127.61409676781
2002-03-01,129.55993830020398
2002-04-01,132.110371902023
2002-05-01,134.748355646521
2002-06-01,137.569186945435
2002-07-01,139.373338455451
2002-08-01,141.107912010859
2002-09-01,141.850833604909
2002-10-01,142.81829160202298
2002-11-01,143.633220494666
2002-12-01,143.819286118711
2003-01-01,143.733914859157
2003-02-01,143.850323485518
2003-03-01,143.956332926863
